host,_time,CPU_95th_Perc
0a1a9r17f6.example.com,13:00,1.43875
0ot491ub6o.example.com,13:00,0.8190625
0tjy50o2hn.example.com,13:00,5.850740740740741
11913b5lh4.example.com,13:00,0.9197222222222222
17s00f3p1p.example.com,13:00,0.3684375
180ot7qkoc.example.com,13:00,0.4189473684210526
1cyu1x57x7.example.com,13:00,0.4485714285714285
1e37wa805w.example.com,13:00,0.7829166666666666
1kzpunn1iw.example.com,13:00,12.34875
21553426o4.example.com,13:00,0.1170833333333333
26n7558qem.example.com,13:00,1.0365714285714285
296bk78m3s.example.com,13:00,0.7014285714285714
2m09289h13.example.com,13:00,0.5733333333333333
2tt7bdzt93.example.com,13:00,0.4051219512195121
384p7s4pgj.example.com,13:00,3.0716
3gca88v992.example.com,13:00,2.0277777777777777
3r944jyjcy.example.com,13:00,0.1166666666666666
3z7k2m99hy.example.com,13:00,0.6828571428571429
42nyi92dps.example.com,13:00,0.0895454545454545
430nca3g58.example.com,13:00,1.8685714285714283
45x6ba5r58.example.com,13:00,1.2704761904761903
491170l4j9.example.com,13:00,0.7251562500000001
4e7fi07563.example.com,13:00,11.27125
4p9xf6q09j.example.com,13:00,0.0531578947368421
4q92v6y4v4.example.com,13:00,1.15
544i565h38.example.com,13:00,0.4652941176470588
54u39f46w4.example.com,13:00,0.713529411764706
56x0n7pu1o.example.com,13:00,0.908
5azmx09198.example.com,13:00,2.2605357142857145
5j4leg39i6.example.com,13:00,0.78
5qt5vq4lhk.example.com,13:00,0.6318518518518518
60akv51096.example.com,13:00,1.2451612903225806
60z896ru8v.example.com,13:00,0.628
6122z1xb70.example.com,13:00,0.5825
62xmdp9avb.example.com,13:00,10.556
64ph48xgi4.example.com,13:00,1.1572
6627ch84u1.example.com,13:00,0.95140625
6649n13ytp.example.com,13:00,3.258095238095238
6791f1cdq2.example.com,13:00,0.5258333333333334
67ets55ob3.example.com,13:00,1.4741509433962263
686573048k.example.com,13:00,0.7536842105263158
68wa53c1nt.example.com,13:00,0.7546875
6k2bmnydm5.example.com,13:00,0.6573333333333333
6wz6ovdd53.example.com,13:00,0.4428571428571429
706683w064.example.com,13:00,0.5705454545454546
7273jkfx4z.example.com,13:00,1.1900000000000002
74582f16q2.example.com,13:00,0.0829166666666666
75344p5z10.example.com,13:00,0.68875
7k0j6rx783.example.com,13:00,0.6514285714285715
7s8k0s638r.example.com,13:00,0.0707692307692307
7u3l8hftr3.example.com,13:00,1.377058823529412
81g4g1hv0z.example.com,13:00,0.9489655172413792
87c5erai8d.example.com,13:00,1.6645762711864405
8k83n86v9q.example.com,13:00,3.838571428571428
8tu3qbcsg8.example.com,13:00,0.1006896551724138
8vs4mo3oua.example.com,13:00,3.0544
91fvy62m26.example.com,13:00,2.3102
95mtvvas0b.example.com,13:00,1.2618518518518518
97ekboq789.example.com,13:00,0.5344444444444444
9p27d1k01y.example.com,13:00,0.4735294117647059
ai4xs9tt54.example.com,13:00,0.6032558139534884
b2g1e47781.example.com,13:00,0.4884126984126984
b6n8l12yn3.example.com,13:00,3.2744444444444443
c2vc4969gj.example.com,13:00,1.4577272727272728
cet5m29f20.example.com,13:00,10.258846153846154
cqr4r79v1g.example.com,13:00,0.3583333333333333
cv9v06q70z.example.com,13:00,1.6395238095238096
cznin5g469.example.com,13:00,2.216551724137931
d84433utw1.example.com,13:00,2.000952380952381
de9xl9d7v2.example.com,13:00,7.136808510638298
dqa331kq4u.example.com,13:00,2.3265217391304347
e21p71ti2b.example.com,13:00,0.3178571428571429
e4nbk2okh9.example.com,13:00,0.464
e9c0p498v1.example.com,13:00,0.83125
elc4h9i1vz.example.com,13:00,1.4918
f8660cg9dt.example.com,13:00,0.4759090909090909
f9331yazk8.example.com,13:00,1.2614754098360657
fta8e2owy2.example.com,13:00,0.65875
g53077658c.example.com,13:00,1.514
gogt8eg5le.example.com,13:00,0.88125
h8821wfs83.example.com,13:00,0.5023529411764706
h9ik2l30n6.example.com,13:00,0.835
i49jdd7463.example.com,13:00,2.2225
i4z2k5s585.example.com,13:00,0.4709523809523809
i51e161h13.example.com,13:00,0.39625
i563eh17wa.example.com,13:00,0.0552
j46j4n1xml.example.com,13:00,4.024285714285715
j4oags8u5r.example.com,13:00,1.128148148148148
j95cqyz6g4.example.com,13:00,0.9114285714285714
jg630tu182.example.com,13:00,12.512121212121212
jh119dap00.example.com,13:00,2.5075000000000003
jj26zaw9bo.example.com,13:00,1.3934615384615383
kp27n9w921.example.com,13:00,0.397
l13694ox2s.example.com,13:00,7.855
lu7keu15en.example.com,13:00,0.8367857142857142
lw6mq37163.example.com,13:00,0.1290909090909091
lxkb5ebz3w.example.com,13:00,4.852083333333333
m69r5o347z.example.com,13:00,1.09125
n1zr00bg71.example.com,13:00,0.5395652173913044
np0255gv00.example.com,13:00,1.0473333333333332
np9r7i9lhy.example.com,13:00,0.898695652173913
o8i2ra74nx.example.com,13:00,0.4471428571428571
o9q2fe230w.example.com,13:00,0.71671875
obc27l4ab7.example.com,13:00,2.86
p3jw069lt3.example.com,13:00,7.3096875
pb19q598sp.example.com,13:00,3.22875
poftrc3hw4.example.com,13:00,14.13
pp2l637de3.example.com,13:00,0.7457142857142858
s2effae42x.example.com,13:00,0.77125
sbf1g4j78k.example.com,13:00,0.8839130434782608
sdzdee1884.example.com,13:00,0.7969230769230768
sw01r61869.example.com,13:00,0.602
t23kn15n9k.example.com,13:00,1.586875
uzn0t6y9fi.example.com,13:00,0.83828125
v0v37q7d93.example.com,13:00,2.3279069767441865
v5uaeng3kp.example.com,13:00,0.6366666666666667
v8c0180616.example.com,13:00,1.9546153846153849
wge551iw52.example.com,13:00,0.4294736842105263
wpai6y9o18.example.com,13:00,0.6833333333333332
y53b7oyu60.example.com,13:00,3.087619047619048
y83a5q45dh.example.com,13:00,11.319375
z90a8odap2.example.com,13:00,5.309523809523809
zlc9q3dcp7.example.com,13:00,11.10723076923077
zo7l5nq1b4.example.com,13:00,1.84625
